dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0066671,A functional magnetic resonance imaging study of central pain processing of co-existing depression in painful diabetic neuropathy,complete,REVIEW,topic_unclear,temperature,"Lab-based heat pain stimulation, not ambient exposure; mental health and human population clearly present.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0066676,Ejaculatory disorders: Comparison between south and north,complete,REVIEW,topic_unclear,temperature,"Study compares ejaculatory disorders in cold vs southern climates, suggesting ambient temperature/cold exposure.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0066702,"Work environment, health and wellbeing among children and adolescents in Denmark: Results from a study of 545 13-17 year olds",complete,REVIEW,topic_unclear,temperature,Youth work-environment study mentions heat exposure; mental health and wellbeing outcomes are central.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0066749,Urban environment: Defining its nature and problems and developing strategies to overcome obstacles to sustainability and quality of life,complete,REVIEW,title_only_unclear,,Title alone insufficient; no clear climate hazard or mental-health outcome specified.,{},{},title_only,REVIEW,NA
D0066759,A suicidal fatality following an overdose with varenicline,complete,REVIEW,topic_unclear,temperature,"Suicidal varenicline overdose case with cold night and possible hypothermia, not an environmental temperature study.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0066770,Adaptogens (ADAPT-232) stimulate neuropeptide Y expression in neuroglia cells,complete,REVIEW,topic_unclear,,No environmental hazard topic; mentions depression and stress but focuses on cellular NPY/Hsp72.,{},{},title_abstract,,
D0066840,Paradise lost-reflections on the Christchurch earthquake,complete,REVIEW,topic_unclear,,"Earthquake response record; mentions psychological impact and flooding as secondary effect, but no registered hazard topic.",{},{},title_abstract,,
D0066857,"Psychological first aid following major disasters-The boxing day tsunami, Sri Lanka, 2004",complete,REVIEW,topic_unclear,,Tsunami is not a registered hazard; only generic disaster mentions and hurricane example.,{},{},title_abstract,,
D0066873,"Ecological factors associated with dengue fever in a central highlands province, Vietnam",complete,REVIEW,topic_unclear,temperature,"Ecological study linking temperature to dengue incidence; temperature is a plausible environmental factor, though not a classic heat-health outcome.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0066896,Friendly fire,complete,REVIEW,title_only_unclear,,Title alone provides no clear eligibility information.,{},{},title_only,REVIEW,NA
D0066900,Clearing the smoke: Behavioral interventions in the emergency department,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract; unclear if hazard or outcome related.,{},{},title_only,REVIEW,NA
D0066930,Exposure to trauma and posttraumatic stress disorder symptoms in older veterans attending primary care: Comorbid conditions and self-rated health status,complete,REVIEW,topic_unclear,,PTSD in older veterans but no named natural hazard topic is mentioned.,{},{},title_abstract,,
D0066960,A near fatal case of high dose peppermint oil ingestion-lesson learnt,complete,REVIEW,topic_unclear,,Case report of peppermint oil overdose with suicidal intent; no environmental hazard topic present.,{},{},title_abstract,,
D0066972,Disaster response workers: Are we doing enough to protect them?,complete,REVIEW,title_only_unclear,,Title is a rhetorical question; unclear whether it reports original research with eligible hazard and outcome.,{},{},title_only,REVIEW,NA
D0066995,The effect of nicotine and trauma context on acoustic startle in smokers with and without posttraumatic stress disorder,complete,REVIEW,topic_unclear,,"Study on PTSD, smoking, and startle response; no environmental hazard mentioned.",{},{},title_abstract,,
D0067063,Natural disasters and the lung,complete,REVIEW,topic_unclear,,General review of pulmonary effects of natural disasters; no specific hazard named.,{},{},title_abstract,,
D0067074,A quiet epidemic: how suicides affect patients & providers.,complete,REVIEW,topic_unclear,,No environmental hazard mentioned; narrative focuses on suicide bereavement and mental health impact.,{},{},title_abstract,,
D0067136,"""After the fire: The mental health consequences of fire disasters"": Erratum",complete,REVIEW,topic_unclear,,Erratum to a review on mental health effects of fire disasters; no registered hazard topic specified.,{},{},title_abstract,,
D0067149,Environmental pediatrics,complete,REVIEW,title_only_unclear,,"Title is vague; no clear indication of eligible hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0067214,Pain processing in posttraumatic stress disorder,complete,REVIEW,topic_unclear,temperature,Study uses experimental thermal stimuli to test pain sensitivity in PTSD; not environmental temperature exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0067215,The four season brain - Circannual changes in neurobiology,complete,REVIEW,topic_unclear,,Healthy human subjects study on light/sunshine effects on serotonin receptors and seasonal affective disorder; no named hazard topic.,{},{},title_abstract,,
D0067238,A suspected case of somatoform disorder successfully treated with an herbal medicine,complete,REVIEW,topic_unclear,,Case report of somatoform disorder treated with herbal medicine; no environmental hazard mentioned.,{},{},title_abstract,,
D0067258,Correlates of repeated admissions for asthma in an urban tertiary care hospital in Saudi Arabia,complete,REVIEW,topic_unclear,temperature,"Asthma admissions study with depression mentioned; weather trigger ambiguous, needs human review.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0067326,What is it with kids these days?,complete,REVIEW,title_only_unclear,,No abstract; vague title unrelated to climate hazards or mental health.,{},{},title_only,REVIEW,NA
D0067408,Trial draws fire,complete,REVIEW,title_only_unclear,,No abstract; title 'Trial draws fire' gives insufficient information to determine eligibility.,{},{},title_only,REVIEW,NA
D0067443,Health alert management and emerging risk,complete,REVIEW,topic_unclear,temperature,"Record about French health alert system; mentions 2003 heat wave in historical context, so temperature is weakly plausible.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0067447,Early detection of chemotherapy-related cardiotoxicity,complete,REVIEW,topic_unclear,,No environmental hazard mentioned; study on chemotherapy-related cardiotoxicity.,{},{},title_abstract,,
D0067469,"Breastfeeding under stress during infancy is associated with hippocampal volume, cortisol stress response, and internalizing problems in adolescence",complete,REVIEW,topic_unclear,,"Ice storm is not a registered topic; mental health and human population present, requiring review.",{},{},title_abstract,,
D0067551,Cold pressor “augmentation” does not differentially improve treatment response for spider phobia,complete,REVIEW,topic_unclear,,Lab cold pressor stressor is not environmental temperature exposure; no hazard topic applicable.,{},{},title_abstract,,
D0067710,Associations of cortisol with posttraumatic stress symptoms and negative life events: A study of police officers and firefighters,complete,REVIEW,topic_unclear,,Study of PTSD and cortisol after air disaster; no registered hazard topic.,{},{},title_abstract,,
D0067764,Vehicular entrapment and heat stroke in three children: Is it a form of child neglect?,complete,REVIEW,topic_unclear,temperature,Pediatric heat stroke from vehicle entrapment; plausible heat exposure but not clearly ambient temperature.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0067813,Psychoanalytic reflections on global warming and its relation to human omnipotence and ethical responsibility,complete,REVIEW,topic_unclear,,"Discusses global warming and the biblical Flood metaphorically, no named hazard; psychoanalytic focus on fear and paranoia suggests mental health content.",{},{},title_abstract,,
D0067819,Notfallseelsorger in der BRD: Die zusammenarbeit mit anderen berufsgruppen und mit notfallopfern,complete,REVIEW,topic_unclear,,Emergency counselling support for victims of unspecified emergencies/catastrophes; no named hazard topic.,{},{},title_abstract,,
D0067840,Traumatic impact on the young mind in response to disasters: An approach to psychosocial intervention,complete,REVIEW,topic_unclear,wildfire|cyclone,"Abstract reviews psychological impact of disasters including wildfire and cyclone, with children-focused mental health outcomes.","{""cyclone"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""cyclone"":""non_original"",""wildfire"":""non_original""}",title_abstract,,
D0067852,Multiple chemical sensitivity,complete,REVIEW,topic_unclear,flood,Case reports mention a flood event but focus is chemical sensitivity; flag for review.,"{""flood"":""EXCLUDE""}","{""flood"":""wrong_exposure""}",title_abstract,,
D0067858,Progressive systemic sclerosis and stroke: A rare association,complete,REVIEW,topic_unclear,temperature,Case report of progressive systemic sclerosis with cold-triggered TIA; only environmental cold exposure is plausible.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0067890,Starting from scratch,complete,REVIEW,title_only_unclear,,"Title provides no information about exposure, outcome, design, or population.",{},{},title_only,REVIEW,NA
D0068016,"Canakinumab (ILARIS) improves health-related quality of life (HRQoL) in patients with cryopyrin-associated periodic fever syndrome (CAPS): Results of a phase III, open-label study in a large cohort of CAPS patients",complete,REVIEW,topic_unclear,,No climate-related hazard mentioned; study assesses HRQoL in CAPS patients treated with canakinumab.,{},{},title_abstract,,
D0068031,Bioarchaeological signatures of strife in terminal Pueblo III settlements in the northern San Juan,complete,REVIEW,topic_unclear,temperature|drought,"Mentions cooler temperatures and drought among factors, but focus is on violence bioarchaeology.","{""drought"":""EXCLUDE"",""temperature"":""EXCLUDE""}","{""drought"":""wrong_outcome"",""temperature"":""not_human_empirical""}",title_abstract,,
D0068072,A case of Parkinson disease with heat retention due to sweating dysfunction,complete,REVIEW,topic_unclear,temperature,Case report of Parkinson patient with heat retention exacerbated by ambient temperature; possible environmental heat sensitivity.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0068153,Predictors of outcome in ventilated lung transplant recipients,complete,REVIEW,topic_unclear,,Clinical lung transplant study; no environmental hazard topic mentioned.,{},{},title_abstract,,
