dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0064867,Steps in the right direction,complete,REVIEW,title_only_unclear,,"Title is vague; no clear evidence of eligible hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0064976,Flawed methods [1],complete,REVIEW,title_only_unclear,,Title alone insufficient to judge eligibility,{},{},title_only,REVIEW,NA
D0065001,Still in the line of fire.,complete,REVIEW,title_only_unclear,,Title is ambiguous with no abstract; potential relevance unclear.,{},{},title_only,REVIEW,NA
D0065086,Disease watch,complete,REVIEW,title_only_unclear,,Title is generic; no abstract available.,{},{},title_only,REVIEW,NA
D0065096,Thinking under fire,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract available.,{},{},title_only,REVIEW,NA
D0065102,"Of smoke, mirrors, and passive-aggressive behaviors",complete,REVIEW,title_only_unclear,,"Title ambiguous; potential smoke exposure and behavior outcome, but no abstract.",{},{},title_only,REVIEW,NA
D0065225,If only it were simple,complete,REVIEW,title_only_unclear,,"Title only, no abstract; topic ambiguous.",{},{},title_only,REVIEW,NA
D0065326,SAPALDIA 2: The cohort continues,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available to assess eligibility.,{},{},title_only,REVIEW,NA
D0065336,"Epidemiology of tropical cyclones: The dynamics of disaster, disease, and development",complete,REVIEW,title_only_unclear,,Title suggests cyclone epidemiology but outcome and design are unclear; no abstract.,{},{},title_only,REVIEW,NA
D0065577,Keeping the fire alive.,complete,REVIEW,title_only_unclear,,Title is vague and provides insufficient information to assess eligibility.,{},{},title_only,REVIEW,NA
D0065700,Science weathers the storms,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available to assess eligibility.,{},{},title_only,REVIEW,NA
D0065961,The air law payoff,complete,REVIEW,title_only_unclear,,Title gives no indication of climate hazard exposure or mental-health outcome.,{},{},title_only,REVIEW,NA
D0066041,A softer view of hardening,complete,REVIEW,title_only_unclear,,No abstract; title is ambiguous and no clear exclusion criterion is evident.,{},{},title_only,REVIEW,NA
D0066048,"Cannabis psychosis, smoke and fire",complete,REVIEW,title_only_unclear,,"Title suggests possible wildfire smoke exposure and psychosis outcome, but insufficient information.",{},{},title_only,REVIEW,NA
D0066110,Clinical facts & curios,complete,REVIEW,title_only_unclear,,Title is vague and provides no clear evidence for exclusion or inclusion.,{},{},title_only,REVIEW,NA
D0066140,Fast Track to Atlantis,complete,REVIEW,title_only_unclear,,Title is ambiguous with no clear exclusion.,{},{},title_only,REVIEW,NA
D0066175,Out in the cold.,complete,REVIEW,title_only_unclear,,Title is ambiguous; cannot determine eligibility.,{},{},title_only,REVIEW,NA
D0066239,Looking for the trigger,complete,REVIEW,title_only_unclear,,"Title alone insufficient; no clear hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0066351,Aging research: The future face of environmental health,complete,REVIEW,title_only_unclear,,"Title lacks clarity on hazard, outcome, or design; editorial/perspective possible but unconfirmed.",{},{},title_only,REVIEW,NA
D0066384,Norway's trauma,complete,REVIEW,title_only_unclear,,Title is ambiguous; insufficient information for eligibility.,{},{},title_only,REVIEW,NA
D0066749,Urban environment: Defining its nature and problems and developing strategies to overcome obstacles to sustainability and quality of life,complete,REVIEW,title_only_unclear,,Title suggests general urban environment/quality-of-life discussion; no clear eligible hazard or mental-health outcome.,{},{},title_only,REVIEW,NA
D0066896,Friendly fire,complete,REVIEW,title_only_unclear,,Title is ambiguous; no clear link to eligible hazards or mental-health outcomes.,{},{},title_only,REVIEW,NA
D0066900,Clearing the smoke: Behavioral interventions in the emergency department,complete,REVIEW,title_only_unclear,,Title suggests behavioral interventions in ED; no clear hazard or outcome; insufficient info.,{},{},title_only,REVIEW,NA
D0066972,Disaster response workers: Are we doing enough to protect them?,complete,REVIEW,title_only_unclear,,"Title suggests discussion about disaster response workers but unclear if empirical, exposure, or outcome; no abstract.",{},{},title_only,REVIEW,NA
D0067136,"""After the fire: The mental health consequences of fire disasters"": Erratum",complete,REVIEW,topic_unclear,,"Mental health consequences after fire disasters; disaster subtype (e.g., wildfire vs structural) is not identified.",{},{},title_abstract,,
D0067149,Environmental pediatrics,complete,REVIEW,title_only_unclear,,Title is too broad; no clear eligible hazard or outcome information.,{},{},title_only,REVIEW,NA
D0067326,What is it with kids these days?,complete,REVIEW,title_only_unclear,,"Title is too vague to determine relevance; no explicit hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0067408,Trial draws fire,complete,REVIEW,title_only_unclear,,"Title ambiguous, no abstract; unclear relevance to climate hazard and mental health.",{},{},title_only,REVIEW,NA
D0067890,Starting from scratch,complete,REVIEW,title_only_unclear,,"Title provides no information about exposure, outcome, or design; insufficient for screening.",{},{},title_only,REVIEW,NA
D0068263,Inpatient admission screening,complete,REVIEW,title_only_unclear,,"Title is too generic; no clear hazard, outcome, or design can be determined.",{},{},title_only,REVIEW,NA
D0068368,Relationship between type of trauma exposure and posttraumatic stress disorder among Urban children and adolescents,complete,REVIEW,topic_unclear,,PTSD after trauma exposure includes 'disaster' but type is unspecified.,{},{},title_abstract,,
D0068915,Dust,complete,REVIEW,title_only_unclear,,"Title only; 'Dust' does not clearly identify an eligible hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0069182,Problem solved* (*sort of),complete,REVIEW,title_only_unclear,,Title provides insufficient information for eligibility judgement; no clear exclusion criteria demonstrated.,{},{},title_only,REVIEW,NA
D0069209,"Respiratory disease and temperature are correlated with suicide in Mie Prefecture, Japan",complete,REVIEW,title_only_unclear,,"Title suggests temperature exposure and suicide outcome; abstract missing, design unclear.",{},{},title_only,REVIEW,NA
D0069307,Posttraumatic stress disorder (PTSD) in children after paediatric intensive care treatment compared to children who survived a major fire disaster,complete,REVIEW,topic_unclear,,PTSD in children after PICU compared with survivors of a major fire disaster; fire type (wildfire vs structural) is not identified.,{},{},title_abstract,,
D0069555,Turn up the heat on burnout research,complete,REVIEW,title_only_unclear,,"Title is ambiguous; may refer to commentary or research on burnout, no clear exposure or outcome.",{},{},title_only,REVIEW,NA
D0069791,First responders: Mental health consequences of natural and human-made disasters for public health and public safety workers,complete,REVIEW,topic_unclear,,Mental health impacts on first responders from unspecific natural or man-made disasters.,{},{},title_abstract,,
D0069859,Prehospital and emergency department care in South Korea,complete,REVIEW,title_only_unclear,,Title alone insufficient; no clear eligible hazard or outcome identified.,{},{},title_only,REVIEW,NA
D0069953,The Dutch experience with Health Impact Assessment of disasters,complete,REVIEW,title_only_unclear,,"Title only; insufficient information to determine eligible hazard, outcome, or design",{},{},title_only,REVIEW,NA
D0070012,From the author [4],complete,REVIEW,title_only_unclear,,Title alone gives no relevant content.,{},{},title_only,REVIEW,NA
D0070255,Discussion,complete,REVIEW,title_only_unclear,,Title 'Discussion' is too vague to assess any inclusion/exclusion criterion; no abstract available.,{},{},title_only,REVIEW,NA
D0070368,"Asking ""how are you?""",complete,REVIEW,title_only_unclear,,Title alone is too ambiguous to determine eligibility.,{},{},title_only,REVIEW,NA
D0070457,Warning: Climate change can seriously damage your (patients') health,complete,REVIEW,topic_unclear,temperature,Mental trauma from unspecified extreme events and heat effects; disaster type unresolved.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0070595,Up all night,complete,REVIEW,title_only_unclear,,Title alone is too vague for any eligibility judgement; no abstract available.,{},{},title_only,REVIEW,NA
D0070597,The other COPD,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract available.,{},{},title_only,REVIEW,NA
D0070649,State of the art,complete,REVIEW,title_only_unclear,,Title provides no topic information; insufficient to judge eligibility.,{},{},title_only,REVIEW,NA
D0070887,Rainmaking,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available.,{},{},title_only,REVIEW,NA
D0071062,What have we learned from the substudies?,complete,REVIEW,title_only_unclear,,"Title is vague, no clear hazard, outcome, or design; insufficient information.",{},{},title_only,REVIEW,NA
D0071067,In brief,complete,REVIEW,title_only_unclear,,Title is uninformative; cannot determine eligibility without abstract.,{},{},title_only,REVIEW,NA
D0071185,South Asia,complete,REVIEW,title_only_unclear,,"Title only gives a region; no exposure, outcome, or design information can be assessed.",{},{},title_only,REVIEW,NA
D0071259,Caring for the whole patient,complete,REVIEW,title_only_unclear,,"Title is generic; no indication of eligible hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0071446,After the storm,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract to assess eligibility.,{},{},title_only,REVIEW,NA
D0071481,Climate variability on caregiver's mental health and child nutritional status,complete,REVIEW,topic_unclear,temperature,Caregiver mental health and child nutrition under climate change and extreme weather; disaster types unresolved beyond heat.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0072149,The cold freeze for this unease?,complete,REVIEW,title_only_unclear,,Title ambiguous; possible cold exposure and psychological unease but insufficient information.,{},{},title_only,REVIEW,NA
D0072285,Response,complete,REVIEW,title_only_unclear,,Title is too vague to determine eligibility; no abstract available.,{},{},title_only,REVIEW,NA
D0072330,Opening fire on open fires,complete,REVIEW,title_only_unclear,,Title unclear; no abstract available.,{},{},title_only,REVIEW,NA
D0072518,Children's environmental health,complete,REVIEW,title_only_unclear,,"Title is generic; no specific hazard, outcome, or design can be determined.",{},{},title_only,REVIEW,NA
