source_row,dedup_id,title,year,journal,candidate_topics,strict_decision,primary_topic,exposure_measurement,design_class,counterfactual_status,effect_extractability,outcome_status,primary_reason_code,confidence,reason,full_text_checks,overlap_flag,screener_model,criteria_version
410,D0022909,"Increases in suicides and overdoses during the 2023 wildfires in Maui, Hawai‘i",2025,JAMA: Journal of the American Medical Association,wildfire,FULLTEXT_REVIEW,wildfire,objective_or_verifiable,quasi_experimental,unclear,unclear,eligible,unclear_design,medium,"Monthly mortality spanning 2014-2023 and Maui versus other counties could support an event contrast, but the abstract does not establish the model counterfactual or provide a wildfire-specific suicide estimate with uncertainty.",Confirm wildfire event-study counterfactual | Separate suicide from overdose effect | Extract wildfire-specific estimate and uncertainty,none_identified,gpt-5.6-sol,strict-inc-v1.0
411,D0022921,Temporal variation in the association between heatwave and mortality from mental disorders: population-based evidence from a megacity of China,2025,Journal of global health,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,case_crossover,yes,unclear,eligible,unclear_effect_extractability,high,"The case-crossover distributed-lag design estimates heatwave effects on mental-disorder and suicide mortality, but no relative effect with uncertainty is reported in the abstract.",Extract diagnosis-specific heatwave effects and uncertainty | Confirm heatwave data source,none_identified,gpt-5.6-sol,strict-inc-v1.0
412,D0022927,Severe flooding and cause-specific hospitalisation among older adults in the USA: a retrospective matched cohort analysis,2025,The Lancet Planetary Health,flood,META_ELIGIBLE,flood,objective_or_verifiable,other_eligible,yes,reported_with_uncertainty,eligible,eligible,high,"Satellite flood maps are linked to claims, flood days are matched to nonflood control days within ZIP code and season, and mental-health hospitalization effects with 95% CIs are reported.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
413,D0022928,"Adolescent psychological health, temporal discounting, and climate distress under increased flood exposure in Bangladesh: a mixed-methods cross-sectional study",2025,The Lancet Planetary Health,flood,NARRATIVE_ONLY,flood,objective_or_verifiable,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,This single-wave comparison of adolescents in high- and low-flood-risk locations has no pre-event outcome or temporal hazard variation despite adjusted odds ratios.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
414,D0022941,"Daytime, nighttime, and day-night compound heatwaves and the risk of depression: A Chinese nationwide cohort",2025,Environmental Pollution,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,panel_fixed_effects,yes,unclear,eligible,unclear_effect_extractability,high,"Four repeated depression measurements are analyzed with changing city heatwaves in mixed models, but the abstract gives no adjusted heatwave estimate or uncertainty.",Extract adjusted heatwave effects and uncertainty | Confirm temperature data source,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
415,D0022943,"Linkages between socioeconomic inequalities, pro-environmental behaviours, climate change concerns and experiences, and wellbeing outcomes in England",2025,Sustainable Environment,temperature|flood,NARRATIVE_ONLY,multiple,objective_or_verifiable,cross_sectional,no,likely_extractable,eligible,cross_sectional,high,Wellbeing is measured in one 2018/19 survey wave and related to spatially linked prior flooding and temperature change without a pre-outcome baseline or within-unit temporal contrast.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
416,D0022987,"Health Impacts of Acute Wildfire Smoke Exposure on the Active-Duty Military Population at Joint Base Lewis-McChord, Washington, USA",2025,Journal of Occupational and Environmental Medicine,wildfire,FULLTEXT_REVIEW,wildfire,unclear,case_crossover,yes,unclear,eligible,unclear_exposure_measurement,medium,"The time-stratified case-crossover design compares wildfire-smoke and nonsmoke days, but the PM2.5 source and behavioral-health-specific effect with uncertainty are absent.",Verify fire-attributed PM2.5 source | Extract behavioral-health effect and uncertainty,none_identified,gpt-5.6-sol,strict-inc-v1.0
417,D0022997,Flooding and elevated prenatal depression in rural Bangladesh: A mixed methods study,2025,Plos Global Public Health,flood,NARRATIVE_ONLY,flood,objective_or_verifiable,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,The survey measures depression once and relates it to recent reported flooding and contemporaneous objective water indicators; there is no pre-event outcome or temporal counterfactual.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
418,D0023011,When climate crisis hits home: mental health of elderly with type 2 diabetes amidst floods in Brazil,2025,Diabetology and Metabolic Syndrome,flood,NARRATIVE_ONLY,flood,self_report_only,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,"A single post-flood survey compares residents by self-reported residential impact, with no pre-event distress measure or quasi-experimental counterfactual.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
419,D0023031,"Preliminary Report on Symptoms of Anxiety, Depression, and PTSD Following Severe Flooding in Brazil: A Longitudinal Perspective",2025,Disaster Medicine and Public Health Preparedness,flood,NARRATIVE_ONLY,flood,self_report_only,post_event_only,no,likely_extractable,eligible,no_hazard_variation,high,"Flood-affected participants are followed from during the flood to one month later, describing symptom trajectories without a pre-event outcome or changing hazard contrast.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
420,D0023052,A Case-Crossover Study of Extreme Heat and Psychiatric Emergency Encounters Among Vulnerable Pregnant People,2025,Paediatric and Perinatal Epidemiology,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,case_crossover,yes,unclear,eligible,unclear_effect_extractability,high,"A gridded-temperature time-stratified case-crossover estimates psychiatric emergency risk, but the null result is stated without an effect estimate or uncertainty.",Extract extreme-heat effect and uncertainty,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
421,D0023100,Analysis of the global trends and causes of self-harm due to high temperature: a global level ecological study,2025,Environmental Health and Preventive Medicine,temperature,EXCLUDE,temperature,objective_or_verifiable,descriptive,no,not_extractable,eligible,wrong_exposure,high,"The outcome is a pre-attributed GBD heat-related self-harm burden, while the original analyses examine demographic and country-level drivers rather than estimate temperature's effect on self-harm.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
422,D0023153,Psychiatric Disorders Mediate the Association between Floods and Dementia: A Prospective Cohort Study in the UK Biobank.,2025,"Environment & health (Washington, D.C.)",flood,NARRATIVE_ONLY,flood,objective_or_verifiable,longitudinal_with_prebaseline,no,unclear,eligible,no_hazard_variation,medium,"Cumulative residential flooding before cohort baseline is related to later psychiatric diagnoses, but no pre-flood psychiatric outcome or within-person change in flood exposure is described.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
423,D0023214,Does Feeling Safe Mean Being Free From Distress? Assessment of the Co-Existing Trajectories of Posttraumatic Stress Disorder and Feelings of Safety in Children Following a Natural Disaster,2025,Stress and Health,cyclone,NARRATIVE_ONLY,cyclone,self_report_only,post_event_only,no,likely_extractable,eligible,no_hazard_variation,high,Children exposed to one typhoon are followed only from three months afterward; the analysis describes PTSD and safety trajectories without a pre-event baseline or hazard contrast.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
424,D0023226,"Emergency department mental health presentations in bushfire-, flood-, storm-, drought-, and COVID-19-affected areas: Analysis of growth models between 2017 and 2021",2025,Australian and New Zealand journal of public health,wildfire|flood|drought,NARRATIVE_ONLY,multiple,unclear,descriptive,no,not_extractable,eligible,descriptive_or_predictor_only,high,"The study compares ED presentation trends across broad multi-disaster and COVID exposure categories, notes pre-existing rate differences, and provides no separable hazard effect.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
425,D0023314,Hospitalization risks associated with floods in a multi-country study.,2025,Nature water,flood,META_ELIGIBLE,flood,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,"Daily flood-event exposure and hospitalization counts are analyzed with community-specific distributed-lag time-series models, including a pooled mental-disorder RR and 95% CI.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
426,D0023319,"The impact of climate shocks exposure to depressive and suicidal ideations among female population in Kilifi rural areas, Kenya",2025,eBioMedicine,temperature|drought,FULLTEXT_REVIEW,multiple,unclear,quasi_experimental,unclear,reported_with_uncertainty,eligible,unclear_exposure_measurement,medium,"Two-stage least squares yields heat, drought, and rainfall effects with CIs, but the abstract does not state the hazard data source or instrument and defines treatment by household amenities.",Verify objective hazard data and linkage | Identify the instrument and exclusion restriction | Confirm hazard-specific models,none_identified,gpt-5.6-sol,strict-inc-v1.0
427,D0023343,The mediating role of thyroid hormone in the association between heatwave exposure and depression severity,2025,Environment International,temperature,FULLTEXT_REVIEW,temperature,unclear,unclear,unclear,reported_with_uncertainty,eligible,unclear_design,medium,"Heatwaves in the two weeks before admission are associated with depression severity, but the heat source and the mixed-model temporal counterfactual across admissions are not explained.",Verify objective heatwave data | Confirm within-patient or temporal control structure | Assess repeated admissions handling,none_identified,gpt-5.6-sol,strict-inc-v1.0
