conflict_group,reason,dedup_id,source,source_id,doi,title,year,first_author
outpatient endometrial biopsy with pipelle vs diagnostic dilatation and curettage,first_author_conflict,D0106778,Scopus,2-s2.0-84925545056,,Outpatient endometrial biopsy with Pipelle vs diagnostic dilatation and curettage,2014,Rauf R.
outpatient endometrial biopsy with pipelle vs diagnostic dilatation and curettage,first_author_conflict,D0106779,Embase,L603312873,,Outpatient endometrial biopsy with Pipelle vs diagnostic dilatation and curettage,2014,Rauf
differential expression of microrna in chronic hepatitis b patients of pi wei dampness heat syndrome and of gan depressi,first_author_conflict,D0106780,PubMed,25566623,,[Differential expression of microRNA in chronic hepatitis B patients of pi-wei dampness-heat syndrome and of gan depression Pi deficiency syndrome: a primary research].,2014,Wang EC
differential expression of microrna in chronic hepatitis b patients of pi wei dampness heat syndrome and of gan depressi,first_author_conflict,D0106781,Scopus,2-s2.0-84929509194,,Differential expression of microRNA in chronic hepatitis B patients of pi-wei dampness-heat syndrome and of gan depression Pi deficiency syndrome: a primary research,2014,Wang E.C.
differential expression of microrna in chronic hepatitis b patients of pi wei dampness heat syndrome and of gan depressi,first_author_conflict,D0106782,Embase,L604405540,,Differential expression of microRNA in chronic hepatitis B patients of pi-wei dampness-heat syndrome and of gan depression Pi deficiency syndrome: a primary research,2014,Wang
correlation study on chinese medical syndrome types of chronic hepatitis b patients and hla dr13 gene bcp mutation and t,first_author_conflict,D0106783,PubMed,25566621,,"[Correlation study on Chinese medical syndrome types of chronic hepatitis B patients and HLA-DR13 gene, BCP mutation, and T-lymphocyte subsets].",2014,Yang XR
correlation study on chinese medical syndrome types of chronic hepatitis b patients and hla dr13 gene bcp mutation and t,first_author_conflict,D0106784,Scopus,2-s2.0-84929514728,,"Correlation study on Chinese medical syndrome types of chronic hepatitis B patients and HLA-DR13 gene, BCP mutation, and T-lymphocyte subsets",2014,Yang X.R.
correlation study on chinese medical syndrome types of chronic hepatitis b patients and hla dr13 gene bcp mutation and t,first_author_conflict,D0106785,Embase,L604406150,,"Correlation study on Chinese medical syndrome types of chronic hepatitis B patients and HLA-DR13 gene, BCP mutation, and T-lymphocyte subsets",2014,Yang
modern immunological and clinical determinants of virus dengue infection,first_author_conflict,D0106787,PubMed,25546995,,[Modern immunological and clinical determinants of virus dengue infection].,2014,Płusa T
modern immunological and clinical determinants of virus dengue infection,first_author_conflict,D0106788,Scopus,2-s2.0-84925222296,,Modern immunological and clinical determinants of virus dengue infection,2014,Płusa T.
correlation between anxiety depression and pefectionistic tendencies in patients before orthodontic treatment,first_author_conflict,D0106789,PubMed,25543609,,"[Correlation between anxiety, depression and pefectionistic tendencies in patients before orthodontic treatment].",2014,Luo H
correlation between anxiety depression and pefectionistic tendencies in patients before orthodontic treatment,first_author_conflict,D0106790,Scopus,2-s2.0-84941100940,,"Correlation between anxiety, depression and pefectionistic tendencies in patients before orthodontic treatment",2014,Luo H.
correlation between anxiety depression and pefectionistic tendencies in patients before orthodontic treatment,first_author_conflict,D0106791,Embase,L605971473,,"Correlation between anxiety, depression and pefectionistic tendencies in patients before orthodontic treatment",2014,Luo
the most common factors influencing on quality of life of thyroid cancer patients after thyroid hormone withdrawal,first_author_conflict,D0106792,PubMed,25536991,,The most common factors influencing on quality of life of thyroid cancer patients after thyroid hormone withdrawal.,2014,Rubic M
the most common factors influencing on quality of life of thyroid cancer patients after thyroid hormone withdrawal,first_author_conflict,D0106793,Scopus,2-s2.0-84920274253,,The most common factors influencing on quality of life of thyroid cancer patients after thyroid hormone withdrawal,2014,Rubic M.
the most common factors influencing on quality of life of thyroid cancer patients after thyroid hormone withdrawal,first_author_conflict,D0106794,Embase,L601126272,,The most common factors influencing on quality of life of thyroid cancer patients after thyroid hormone withdrawal,2014,Rubic
heat stress illness hospitalizations environmental public health tracking program 20 states 2001 2010,first_author_conflict,D0106799,PubMed,25504077,,"Heat stress illness hospitalizations--environmental public health tracking program, 20 States, 2001-2010.",2014,Choudhary E
heat stress illness hospitalizations environmental public health tracking program 20 states 2001 2010,first_author_conflict,D0106800,Scopus,2-s2.0-84921876936,,"Heat stress illness hospitalizations - environmental public health tracking program, 20 States, 2001-2010",2014,Choudhary E.
heat stress illness hospitalizations environmental public health tracking program 20 states 2001 2010,first_author_conflict,D0106801,Embase,L603421692,,"Heat stress illness hospitalizations--environmental public health tracking program, 20 States, 2001-2010",2014,Choudhary
effects of daily mean temperature on respiratory hospital admissions in shanghai time series analysis,first_author_conflict,D0106802,PubMed,25492291,,[Effects of daily mean temperature on respiratory hospital admissions in Shanghai: time-series analysis].,2014,Zhang Y
effects of daily mean temperature on respiratory hospital admissions in shanghai time series analysis,first_author_conflict,D0106803,Scopus,2-s2.0-84940985745,,Effects of daily mean temperature on respiratory hospital admissions in Shanghai: time-series analysis,2014,Zhang Y.
effects of daily mean temperature on respiratory hospital admissions in shanghai time series analysis,first_author_conflict,D0106804,Embase,L605942366,,Effects of daily mean temperature on respiratory hospital admissions in Shanghai: time-series analysis,2014,Zhang
clinical effectiveness of continuous blood purification in combination with ulinastatin in treating thermoplegia,first_author_conflict,D0106805,PubMed,25491622,,Clinical effectiveness of continuous blood purification in combination with ulinastatin in treating thermoplegia.,2014,Lu B
clinical effectiveness of continuous blood purification in combination with ulinastatin in treating thermoplegia,first_author_conflict,D0106806,Scopus,2-s2.0-84940118413,,Clinical effectiveness of continuous blood purification in combination with ulinastatin in treating thermoplegia,2014,Lu B.
the association between depression and climatic conditions in the iran way to preventive of depression,first_author_conflict,D0106807,PubMed,25489441,,The Association between Depression and Climatic Conditions in the Iran Way to Preventive of Depression.,2014,Mirzakhani L
the association between depression and climatic conditions in the iran way to preventive of depression,first_author_conflict,D0106808,Scopus,2-s2.0-84906334239,,The association between depression and climatic conditions in the iran way to preventive of depression,2014,Mirzakhani L.
the association between depression and climatic conditions in the iran way to preventive of depression,first_author_conflict,D0106809,Embase,L373802777,,The association between depression and climatic conditions in the iran way to preventive of depression,2014,Mirzakhani
heat illness in the emergency department keeping your cool,first_author_conflict,D0106810,PubMed,25422847,,Heat illness in the emergency department: keeping your cool.,2014,Santelli J
heat illness in the emergency department keeping your cool,first_author_conflict,D0106811,Scopus,2-s2.0-84922263768,,Heat illness in the emergency department: keeping your cool,2014,Santelli J.
heat illness in the emergency department keeping your cool,first_author_conflict,D0106812,Embase,L602069055,,Heat illness in the emergency department: keeping your cool,2014,Santelli
morbidity in a population living close to urban waste incinerator plants in lazio region central italy a retrospective c,first_author_conflict,D0106815,PubMed,25387747,,[Morbidity in a population living close to urban waste incinerator plants in Lazio Region (Central Italy): a retrospective cohort study using a before-after design].,2014,Golini MN
morbidity in a population living close to urban waste incinerator plants in lazio region central italy a retrospective c,first_author_conflict,D0106816,Embase,L615102436,,Morbidity in a population living close to urban waste incinerator plants in Lazio Region (Central Italy): a retrospective cohort study using a before-after design,2014,Golini
constraint and loneliness in agoraphobia an empirical investigation,first_author_conflict,D0106817,PubMed,25367660,,Constraint and loneliness in agoraphobia: an empirical investigation.,2014,Pehlivanidis A
constraint and loneliness in agoraphobia an empirical investigation,first_author_conflict,D0106818,Embase,L615309290,,Constraint and loneliness in agoraphobia: an empirical investigation,2014,Pehlivanidis
